age (years),1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
98,24266.52,24114.88,23964.04,23813.98,23664.71,23516.22,23368.51,23221.59,23075.44,22930.07,22785.48,22641.65,22498.6,22356.31,22214.79,22074.03,21934.03,21794.78,21656.3,21518.57,21381.59,21245.35,21109.87,20975.13,20841.13,20707.87,20575.34,20443.55,20312.49,20182.17,20052.56,19923.69,19795.53,19668.09,19541.37,19415.36,19290.07,19165.48,19041.6,18918.52,18796.24,18674.74,18554.03,18434.11,18314.95,18196.57,18078.95,17962.09,17845.99,17730.64,17616.03,17502.17,17389.04,17276.64,17164.97,17054.02,16943.79,16834.26,16725.45,16617.34,16509.93,16403.22,16297.19,16191.85,16087.19,15983.21,15879.9,15777.25,15675.27,15573.95,15473.28,15373.27,15273.9,15175.17,15077.09,14979.63,14882.81,14786.61,14691.03,14596.07,14501.73,14407.99,14314.86,14222.33,14130.4,14039.07,13948.32,13858.17
99,27057.04,26905.07,26753.79,26603.2,26453.29,26304.07,26155.53,26007.68,25860.5,25714.01,25568.2,25423.06,25278.6,25134.82,24991.71,24849.27,24707.51,24566.41,24425.99,24286.23,24147.13,24008.7,23870.94,23733.83,23597.39,23461.6,23326.47,23191.99,23058.17,22924.99,22792.47,22660.6,22529.37,22398.79,22268.85,22139.55,22010.89,21882.88,21755.6,21629.07,21503.27,21378.2,21253.86,21130.24,21007.34,20885.16,20763.69,20642.92,20522.86,20403.5,20284.82,20166.84,20049.55,19932.94,19817.0,19701.74,19587.15,19473.23,19359.97,19247.37,19135.42,19024.13,18913.48,18803.48,18694.11,18585.38,18477.29,18369.82,18262.98,18156.75,18051.15,17946.16,17841.78,17738.01,17634.84,17532.28,17430.31,17328.93,17228.14,17127.94,17028.32,16929.28,16830.81,16732.92,16635.6,16538.84,16442.65,16347.02
100,29989.51,29839.65,29690.38,29541.68,29393.57,29246.03,29099.07,28952.7,28806.89,28661.67,28517.03,28372.96,28229.46,28086.54,27944.2,27802.43,27661.23,27520.61,27380.56,27241.08,27102.17,26963.83,26826.06,26688.85,26552.22,26416.15,26280.65,26145.71,26011.34,25877.53,25744.28,25611.6,25479.47,25347.91,25216.9,25086.45,24956.56,24827.34,24698.79,24570.9,24443.68,24317.11,24191.2,24065.94,23941.34,23817.37,23694.05,23571.37,23449.32,23327.9,23207.11,23086.95,22967.41,22848.49,22730.19,22612.49,22495.41,22378.93,22263.06,22147.79,22033.11,21919.03,21805.53,21692.63,21580.31,21468.57,21357.41,21246.82,21136.81,21027.37,20918.49,20810.18,20702.43,20595.24,20488.6,20382.51,20276.98,20171.99,20067.54,19963.63,19860.27,19757.43,19655.13,19553.36,19452.12,19351.4,19251.2,19151.52
101,33117.05,32971.67,32826.77,32682.34,32538.39,32394.9,32251.88,32109.34,31967.27,31825.67,31684.54,31543.88,31403.7,31263.98,31124.74,30985.97,30847.67,30709.84,30572.48,30435.6,30299.18,30163.24,30027.77,29892.76,29758.23,29624.16,29490.57,29357.45,29224.79,29092.6,28960.89,28829.63,28698.85,28568.54,28438.69,28309.31,28180.51,28052.31,27924.68,27797.64,27671.17,27545.28,27419.97,27295.22,27171.04,27047.42,26924.37,26801.88,26679.94,26558.56,26437.74,26317.46,26197.73,26078.54,25959.89,25841.79,25724.22,25607.19,25490.69,25374.72,25259.28,25144.36,25029.97,24916.09,24802.74,24689.9,24577.57,24465.75,24354.45,24243.65,24133.35,24023.56,23914.26,23805.46,23697.16,23589.35,23482.03,23375.2,23268.85,23162.99,23057.61,22952.71,22848.29,22744.34,22640.86,22537.86,22435.32,22333.25
102,36428.57,36290.23,36152.26,36014.65,35877.4,35740.53,35604.02,35467.87,35332.09,35196.69,35061.64,34926.97,34792.67,34658.73,34525.17,34391.97,34259.14,34126.69,33994.6,33862.89,33731.54,33600.57,33469.97,33339.74,33209.88,33080.39,32951.28,32822.53,32694.16,32566.17,32438.54,32311.29,32184.4,32057.9,31931.76,31806.12,31680.98,31556.32,31432.16,31308.49,31185.3,31062.6,30940.38,30818.64,30697.38,30576.59,30456.29,30336.45,30217.09,30098.2,29979.77,29861.81,29744.32,29627.28,29510.71,29394.6,29278.94,29163.74,29048.99,28934.69,28820.85,28707.45,28594.49,28481.98,28369.92,28258.29,28147.11,28036.36,27926.05,27816.17,27706.72,27597.71,27489.12,27380.96,27273.22,27165.91,27059.03,26952.56,26846.51,26740.88,26635.66,26530.86,26426.47,26322.5,26218.93,26115.76,26013.01,25910.66
103,39927.98,39799.27,39670.81,39542.63,39414.71,39287.07,39159.69,39032.58,38905.74,38779.17,38652.87,38526.85,38401.09,38275.61,38150.4,38025.47,37900.81,37776.42,37652.31,37528.47,37404.91,37281.62,37158.62,37035.88,36913.43,36791.25,36669.35,36547.73,36426.39,36305.33,36184.55,36064.04,35943.82,35823.88,35704.33,35585.19,35466.44,35348.09,35230.14,35112.58,34995.41,34878.63,34762.24,34646.24,34530.63,34415.4,34300.56,34186.1,34072.02,33958.32,33845.0,33732.07,33619.5,33507.32,33395.5,33284.06,33173.0,33062.3,32951.97,32842.01,32732.42,32623.19,32514.33,32405.83,32297.69,32189.92,32082.5,31975.44,31868.74,31762.4,31656.41,31550.77,31445.49,31340.56,31235.97,31131.74,31027.85,30924.32,30821.12,30718.27,30615.77,30513.6,30411.78,30310.3,30209.15,30108.35,30007.88,29907.74
104,43533.96,43417.67,43301.55,43185.61,43069.85,42954.28,42838.89,42723.68,42608.66,42493.82,42379.16,42264.69,42150.41,42036.31,41922.4,41808.68,41695.15,41581.8,41468.64,41355.67,41242.9,41130.31,41017.91,40905.7,40793.69,40681.87,40570.24,40458.8,40347.56,40236.51,40125.65,40014.99,39904.52,39794.36,39684.51,39574.95,39465.7,39356.75,39248.1,39139.75,39031.7,38923.95,38816.5,38709.34,38602.48,38495.91,38389.64,38283.66,38177.97,38072.58,37967.47,37862.66,37758.14,37653.9,37549.95,37446.29,37342.92,37239.83,37137.02,37034.5,36932.26,36830.31,36728.63,36627.24,36526.12,36425.29,36324.73,36224.46,36124.45,36024.73,35925.28,35826.1,35727.2,35628.57,35530.21,35432.13,35334.31,35236.77,35139.49,35042.49,34945.75,34849.28,34753.07,34657.13,34561.45,34466.04,34370.9,34276.01
105,47255.96,47154.64,47053.43,46952.33,46851.34,46750.46,46649.69,46549.04,46448.5,46348.07,46247.76,46147.56,46047.48,45947.51,45847.66,45747.92,45648.3,45548.79,45449.4,45350.13,45250.98,45151.95,45053.03,44954.24,44855.56,44757.01,44658.57,44560.26,44462.06,44363.99,44266.04,44168.21,44070.6,43973.2,43876.02,43779.05,43682.3,43585.76,43489.44,43393.32,43297.42,43201.74,43106.26,43010.99,42915.94,42821.09,42726.46,42632.03,42537.82,42443.81,42350.01,42256.41,42163.02,42069.84,41976.87,41884.1,41791.53,41699.17,41607.02,41515.07,41423.32,41331.77,41240.43,41149.29,41058.34,40967.61,40877.07,40786.73,40696.59,40606.65,40516.91,40427.36,40338.02,40248.87,40159.92,40071.17,39982.61,39894.25,39806.08,39718.11,39630.33,39542.75,39455.36,39368.16,39281.16,39194.34,39107.72,39021.29
106,51062.07,50978.07,50894.12,50810.23,50726.4,50642.63,50558.92,50475.27,50391.67,50308.14,50224.67,50141.26,50057.91,49974.62,49891.39,49808.22,49725.12,49642.08,49559.1,49476.18,49393.33,49310.54,49227.81,49145.15,49062.55,48980.02,48897.55,48815.15,48732.81,48650.54,48568.33,48486.27,48404.34,48322.55,48240.89,48159.38,48078.0,47996.77,47915.66,47834.7,47753.87,47673.18,47592.63,47512.21,47431.92,47351.78,47271.77,47191.89,47112.15,47032.54,46953.07,46873.73,46794.53,46715.46,46636.52,46557.72,46479.05,46400.51,46322.11,46243.83,46165.7,46087.69,46009.81,45932.07,45854.46,45776.97,45699.62,45622.4,45545.31,45468.35,45391.53,45314.83,45238.26,45161.82,45085.5,45009.32,44933.27,44857.34,44781.55,44705.88,44630.34,44554.92,44479.64,44404.48,44329.45,44254.54,44179.77,44105.11
107,54916.32,54851.62,54786.95,54722.3,54657.68,54593.08,54528.51,54463.96,54399.43,54334.93,54270.46,54206.01,54141.59,54077.19,54012.81,53948.47,53884.15,53819.85,53755.58,53691.34,53627.13,53562.94,53498.78,53434.64,53370.54,53306.46,53242.41,53178.38,53114.38,53050.42,52986.52,52922.71,52858.97,52795.31,52731.73,52668.22,52604.79,52541.43,52478.15,52414.95,52351.83,52288.77,52225.8,52162.9,52100.08,52037.33,51974.66,51912.06,51849.54,51787.1,51724.73,51662.43,51600.21,51538.07,51476.0,51414.0,51352.08,51290.24,51228.46,51166.77,51105.14,51043.59,50982.12,50920.72,50859.39,50798.14,50736.96,50675.86,50614.82,50553.87,50492.98,50432.17,50371.43,50310.77,50250.17,50189.65,50129.21,50068.83,50008.53,49948.31,49888.15,49828.07,49768.06,49708.12,49648.25,49588.46,49528.74,49469.08
108,58779.84,58735.98,58692.12,58648.27,58604.43,58560.6,58516.77,58472.94,58429.13,58385.32,58341.51,58297.71,58253.92,58210.14,58166.36,58122.59,58078.83,58035.07,57991.32,57947.57,57903.84,57860.11,57816.39,57772.67,57728.96,57685.26,57641.57,57597.88,57554.21,57510.56,57466.95,57423.37,57379.82,57336.31,57292.83,57249.38,57205.97,57162.59,57119.24,57075.93,57032.64,56989.39,56946.18,56902.99,56859.84,56816.72,56773.64,56730.58,56687.56,56644.58,56601.62,56558.7,56515.81,56472.95,56430.12,56387.33,56344.57,56301.84,56259.15,56216.49,56173.85,56131.26,56088.69,56046.16,56003.65,55961.19,55918.75,55876.34,55833.97,55791.63,55749.32,55707.05,55664.8,55622.59,55580.41,55538.26,55496.14,55454.06,55412.01,55369.99,55328.0,55286.04,55244.11,55202.22,55160.36,55118.53,55076.73,55034.97
109,62612.4,62590.33,62568.25,62546.17,62524.1,62502.02,62479.95,62457.87,62435.8,62413.72,62391.65,62369.58,62347.5,62325.43,62303.36,62281.28,62259.21,62237.14,62215.07,62193.0,62170.93,62148.86,62126.79,62104.72,62082.65,62060.58,62038.51,62016.44,61994.38,61972.33,61950.28,61928.25,61906.22,61884.2,61862.18,61840.18,61818.18,61796.19,61774.21,61752.24,61730.27,61708.31,61686.36,61664.42,61642.48,61620.56,61598.64,61576.72,61554.82,61532.93,61511.04,61489.16,61467.28,61445.42,61423.56,61401.71,61379.87,61358.04,61336.21,61314.39,61292.58,61270.78,61248.98,61227.2,61205.42,61183.65,61161.88,61140.13,61118.38,61096.64,61074.9,61053.18,61031.46,61009.75,60988.05,60966.35,60944.67,60922.99,60901.32,60879.65,60858.0,60836.35,60814.71,60793.08,60771.45,60749.83,60728.23,60706.62
110,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89,66373.89
111,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27,68961.27
112,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17,71449.17
113,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77,73850.77
114,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13,76169.13
115,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38,78348.38
116,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97,80371.97
117,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28,82264.28
118,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63,84009.63
119,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16,85616.16
120,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44,87084.44
121,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88,88421.88
122,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13,89642.13
123,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71,90746.71
124,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91,91743.91
125,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100001.0,100002.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
