age (years),1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
100,30053.54,29903.14,29753.19,29605.84,29458.74,29311.95,29166.01,29019.9,28874.92,28730.52,28587.29,28444.23,28301.07,28158.31,28016.6,27876.45,27736.28,27596.4,27456.21,27316.19,27177.6,27039.92,26902.43,26765.3,26629.22,26494.69,26359.67,26223.67,26089.8,25957.48,25824.63,25691.53,25559.72,25429.11,25298.96,25168.55,25039.14,24909.49,24780.52,24652.21,24524.56,24397.58,24271.25,24145.58,24020.56,23896.19,23772.46,23649.37,23526.91,23405.1,23283.91,23163.35,23043.41,22924.1,22805.4,22687.32,22569.85,22452.99,22336.73,22221.07,22106.02,21991.56,21877.69,21764.41,21651.72,21539.61,21428.08,21317.13,21206.76,21096.95,20987.72,20879.04,20770.94,20663.39,20556.4,20449.96,20344.07,20238.74,20133.94,20029.69,19925.98,19822.81,19720.17,19618.07,19516.49,19415.43,19314.91,19214.9
101,33174.59,33030.28,32886.41,32742.03,32598.51,32455.82,32313.93,32173.27,32031.93,31890.66,31750.9,31611.13,31470.97,31331.53,31193.96,31056.87,30919.44,30782.16,30644.25,30506.75,30371.13,30236.7,30100.77,29966.41,29833.53,29699.67,29565.46,29432.51,29301.83,29170.0,29037.93,28906.52,28776.81,28647.98,28518.3,28389.2,28260.04,28131.47,28003.49,27876.08,27749.26,27623.02,27497.35,27372.25,27247.72,27123.75,27000.35,26877.51,26755.24,26633.51,26512.34,26391.73,26271.66,26152.13,26033.15,25914.72,25796.82,25679.45,25562.63,25446.33,25330.56,25215.32,25100.6,24986.41,24872.73,24759.57,24646.93,24534.8,24423.18,24312.06,24201.46,24091.35,23981.75,23872.64,23764.03,23655.92,23548.3,23441.16,23334.52,23228.36,23122.68,23017.48,22912.76,22808.52,22704.76,22601.46,22498.63,22396.28
102,36485.74,36345.94,36207.58,36070.34,35932.74,35799.52,35665.97,35530.19,35396.03,35260.85,35124.44,34989.47,34857.08,34725.42,34591.81,34458.95,34327.08,34195.29,34063.49,33932.76,33803.26,33671.42,33541.83,33413.01,33283.8,33154.59,33026.07,32898.46,32769.59,32642.19,32515.26,32388.09,32261.66,32136.82,32011.76,31885.81,31760.35,31635.38,31510.91,31386.92,31263.43,31140.42,31017.89,30895.85,30774.28,30653.2,30532.59,30412.45,30292.79,30173.6,30054.88,29936.63,29818.84,29701.51,29584.65,29468.24,29352.29,29236.8,29121.77,29007.18,28893.05,28779.37,28666.13,28553.34,28440.99,28329.09,28217.62,28106.6,27996.01,27885.86,27776.14,27666.85,27557.99,27449.56,27341.55,27233.97,27126.82,27020.08,26913.77,26807.87,26702.4,26597.33,26492.68,26388.44,26284.61,26181.19,26078.18,25975.57
103,39957.42,39830.39,39705.15,39576.53,39447.56,39321.0,39194.0,39067.88,38940.9,38811.99,38689.5,38565.67,38440.64,38316.94,38192.21,38068.96,37942.93,37818.93,37696.97,37572.96,37450.53,37329.96,37207.24,37085.14,36963.3,36841.39,36720.96,36599.68,36478.86,36358.7,36237.8,36118.22,35999.32,35879.35,35759.63,35640.3,35521.37,35402.83,35284.7,35166.95,35049.6,34932.64,34816.07,34699.89,34584.1,34468.7,34353.68,34239.04,34124.78,34010.91,33897.42,33784.3,33671.57,33559.21,33447.22,33335.61,33224.37,33113.5,33003.0,32892.87,32783.11,32673.71,32564.68,32456.02,32347.71,32239.77,32132.19,32024.96,31918.1,31811.59,31705.43,31599.63,31494.19,31389.09,31284.35,31179.95,31075.91,30972.21,30868.85,30765.84,30663.18,30560.86,30458.88,30357.24,30255.94,30154.97,30054.35,29954.06
104,43569.31,43451.4,43335.33,43218.85,43101.84,42986.34,42876.1,42762.13,42640.63,42530.69,42422.71,42305.61,42188.01,42075.66,41965.57,41850.4,41738.54,41629.17,41515.01,41401.37,41291.23,41181.37,41067.66,40953.26,40842.88,40733.19,40620.87,40509.12,40399.84,40290.45,40178.15,40066.87,39957.0,39846.7,39736.7,39627.0,39517.6,39408.51,39299.72,39191.23,39083.03,38975.14,38867.55,38760.25,38653.24,38546.54,38440.13,38334.01,38228.18,38122.65,38017.41,37912.45,37807.79,37703.42,37599.33,37495.54,37392.03,37288.8,37185.86,37083.2,36980.83,36878.74,36776.93,36675.41,36574.16,36473.19,36372.5,36272.09,36171.96,36072.1,35972.52,35873.22,35774.18,35675.42,35576.94,35478.72,35380.78,35283.11,35185.7,35088.57,34991.7,34895.11,34798.77,34702.71,34606.91,34511.37,34416.1,34321.09
105,47264.13,47161.49,47059.68,46971.91,46884.02,46784.32,46676.2,46572.08,46470.27,46376.33,46287.52,46178.89,46075.8,45979.26,45873.76,45775.51,45688.25,45588.29,45479.58,45382.56,45285.98,45183.37,45088.9,44994.49,44892.97,44789.77,44689.73,44598.09,44501.29,44401.0,44303.43,44205.21,44107.51,44010.04,43912.77,43815.72,43718.89,43622.27,43525.87,43429.67,43333.69,43237.93,43142.37,43047.02,42951.89,42856.96,42762.25,42667.74,42573.45,42479.36,42385.48,42291.81,42198.34,42105.08,42012.03,41919.18,41826.54,41734.1,41641.87,41549.84,41458.02,41366.39,41274.97,41183.75,41092.74,41001.92,40911.31,40820.89,40730.68,40640.66,40550.85,40461.23,40371.81,40282.59,40193.56,40104.73,40016.1,39927.66,39839.42,39751.38,39663.53,39575.87,39488.41,39401.14,39314.06,39227.18,39140.48,39053.98
106,51080.89,50991.55,50931.82,50830.4,50731.29,50649.12,50566.28,50479.79,50404.86,50332.74,50227.82,50147.65,50074.65,49971.68,49896.08,49831.06,49733.56,49636.91,49566.65,49490.95,49407.58,49324.78,49250.39,49170.47,49080.65,49001.89,48924.27,48837.45,48760.25,48671.53,48581.4,48499.31,48417.36,48335.55,48253.87,48172.34,48090.94,48009.68,47928.56,47847.57,47766.72,47686.01,47605.43,47524.99,47444.69,47364.52,47284.48,47204.59,47124.82,47045.2,46965.7,46886.34,46807.12,46728.03,46649.07,46570.24,46491.55,46412.99,46334.57,46256.28,46178.12,46100.09,46022.19,45944.43,45866.79,45789.29,45711.92,45634.68,45557.57,45480.59,45403.74,45327.02,45250.43,45173.97,45097.63,45021.43,44945.36,44869.41,44793.6,44717.91,44642.35,44566.91,44491.61,44416.43,44341.38,44266.45,44191.65,44116.98
107,54917.36,54910.66,54825.2,54714.88,54636.53,54582.69,54534.07,54499.14,54466.02,54346.57,54278.28,54213.65,54120.53,54083.77,54013.52,53932.38,53889.59,53831.02,53761.25,53681.27,53616.89,53569.58,53494.78,53425.37,53384.08,53344.41,53275.46,53192.02,53102.37,53037.64,52973.76,52909.96,52846.24,52782.59,52719.02,52655.53,52592.11,52528.77,52465.51,52402.32,52339.21,52276.18,52213.22,52150.34,52087.53,52024.8,51962.14,51899.56,51837.05,51774.62,51712.27,51649.99,51587.78,51525.65,51463.6,51401.62,51339.71,51277.88,51216.12,51154.44,51092.83,51031.3,50969.84,50908.45,50847.14,50785.9,50724.74,50663.65,50602.63,50541.69,50480.82,50420.02,50359.3,50298.65,50238.07,50177.56,50117.13,50056.77,49996.49,49936.27,49876.13,49816.06,49756.07,49696.14,49636.29,49576.51,49516.8,49457.17
108,58631.65,58635.08,58688.49,58651.69,58458.43,58435.7,58530.26,58584.21,58560.97,58471.82,58331.37,58265.87,58192.01,58159.65,58158.21,58139.12,58075.92,58031.88,58025.47,57925.64,57844.63,57813.05,57785.94,57754.64,57721.47,57715.68,57678.73,57555.99,57495.06,57451.46,57407.89,57364.36,57320.86,57277.39,57233.95,57190.55,57147.18,57103.84,57060.54,57017.27,56974.03,56930.83,56887.66,56844.52,56801.41,56758.33,56715.29,56672.28,56629.31,56586.36,56543.45,56500.57,56457.73,56414.91,56372.13,56329.38,56286.67,56243.98,56201.33,56158.71,56116.13,56073.57,56031.05,55988.56,55946.1,55903.68,55861.28,55818.92,55776.59,55734.29,55692.03,55649.8,55607.6,55565.43,55523.29,55481.18,55439.11,55397.07,55355.06,55313.08,55271.14,55229.22,55187.34,55145.49,55103.67,55061.89,55020.13,54978.41
109,62624.52,62661.58,62599.48,62567.6,62526.8,62491.75,62744.49,62831.89,62739.41,62468.49,62287.09,62268.98,62304.46,62374.56,62324.27,62329.87,62371.47,62382.19,62380.07,62131.98,61948.71,62075.41,61951.32,61943.23,62045.21,62007.57,62010.65,61909.59,61887.57,61865.56,61843.55,61821.55,61799.56,61777.58,61755.6,61733.64,61711.68,61689.72,61667.78,61645.84,61623.92,61602.0,61580.08,61558.18,61536.28,61514.39,61492.51,61470.64,61448.77,61426.91,61405.06,61383.22,61361.38,61339.56,61317.74,61295.92,61274.12,61252.32,61230.54,61208.76,61186.98,61165.22,61143.46,61121.71,61099.97,61078.23,61056.51,61034.79,61013.08,60991.37,60969.68,60947.99,60926.31,60904.64,60882.97,60861.32,60839.67,60818.03,60796.39,60774.77,60753.15,60731.54,60709.93,60688.34,60666.75,60645.17,60623.6,60602.03
110,66642.33,67157.95,66961.18,66581.84,66669.02,67056.56,67340.74,67235.41,66535.36,65479.78,65496.49,65536.38,65384.16,65365.62,65401.89,65457.88,65590.77,66149.2,65805.13,65733.23,66297.64,65900.66,65752.93,65945.61,65987.1,66036.19,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41,65932.41
111,72400.28,72056.88,69622.33,67762.21,68778.41,69848.48,69785.35,69934.82,68203.79,67847.69,69052.02,69334.42,69822.7,70239.36,70666.67,69723.98,69102.17,68941.92,69474.54,70321.64,70026.72,70222.44,69779.61,69309.21,69959.84,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22,69769.22
112,62500.0,60416.67,62500.0,67500.0,68333.33,68333.33,69015.15,68181.82,69940.48,73214.29,73690.48,74166.67,74583.33,75000.0,73897.06,74044.12,75294.12,75702.61,76111.11,76111.11,76476.61,75921.05,72023.81,69372.29,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48,69223.48
113,75000.0,79166.67,83333.33,83333.33,83333.33,83333.33,83333.33,85416.67,87500.0,87500.0,87500.0,87500.0,87500.0,87500.0,88750.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,86666.67,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33,83333.33
114,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
115,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
116,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
117,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
118,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
119,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
120,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
121,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
122,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
123,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
124,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
125,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
